time	data	mean	q025	med	q975
121	9.710000037954766e-07	1.3043572529118417e-06	8.656433324459097e-07	1.2972154712078955e-06	1.747823631691506e-06
122	1.0015000010383852e-06	1.2752416612383635e-06	8.414188650637883e-07	1.2668534636629233e-06	1.7155199890163138e-06
123	9.571666608859248e-07	1.247975426806816e-06	8.203750660561662e-07	1.24125616811399e-06	1.6851608132575933e-06
124	9.730000051799902e-07	1.2224935510066212e-06	8.008437776275836e-07	1.2159192494707846e-06	1.6566990089938663e-06
125	1.000833333910214e-06	1.1987359537930451e-06	7.828184911698934e-07	1.1917709751063605e-06	1.6300874809030637e-06
126	9.371666709117125e-07	1.1766472391119833e-06	7.661707329415205e-07	1.168894029224361e-06	1.605283696323898e-06
127	8.421666648246271e-07	1.1561764224787075e-06	7.508445611138918e-07	1.1482414894712708e-06	1.5822565059150617e-06
128	8.156666703507457e-07	1.1372763272828598e-06	7.367820504722096e-07	1.129518478020175e-06	1.5609570433716758e-06
129	8.274999999403226e-07	1.1199048767795553e-06	7.239379938254004e-07	1.1120306323237524e-06	1.5413623950310006e-06
130	8.076666648126918e-07	1.104023758713246e-06	7.123983878318521e-07	1.0947597450580187e-06	1.5234524747306113e-06
131	7.976666698255854e-07	1.0895989154792615e-06	7.023007840144552e-07	1.079534076320463e-06	1.507207196308761e-06
132	7.698333291599005e-07	1.076599305233459e-06	6.93268866746969e-07	1.065930004819793e-06	1.4926064736032069e-06
133	7.201666639175321e-07	1.0649995073047923e-06	6.852836149698091e-07	1.0555901881402876e-06	1.4796302204521078e-06
134	6.684999972906503e-07	1.0547779628458127e-06	6.783267574015159e-07	1.0467771448315881e-06	1.4682583965600536e-06
135	6.268333375863361e-07	1.0459174880152948e-06	6.723798063481209e-07	1.0387448036057017e-06	1.4584873387164468e-06
136	5.849999991645177e-07	1.0384051713311902e-06	6.674247432529707e-07	1.0314183516113252e-06	1.4503183243223251e-06
137	6.009999983051645e-07	1.0322323375009848e-06	6.634494352556695e-07	1.0245848907205065e-06	1.4437310111804377e-06
138	7.310000047503136e-07	1.0273948190012647e-06	6.604537692595616e-07	1.019120440589291e-06	1.4387423136320502e-06
139	7.985000037357994e-07	1.0238937228867066e-06	6.584261572646303e-07	1.0152197186655386e-06	1.4353700411597063e-06
140	8.024999945693652e-07	1.0217337952161806e-06	6.573771493992421e-07	1.013360478587608e-06	1.433632003246546e-06
141	9.116666651946264e-07	1.0209255051510126e-06	6.573192806560627e-07	1.0123599023709706e-06	1.4335460093752035e-06
142	1.0298333301147372e-06	1.021484050550698e-06	6.582645948817337e-07	1.0126029453217855e-06	1.435129869028524e-06
143	1.0870000005490312e-06	1.02342976658271e-06	6.602257549706815e-07	1.0136353824866549e-06	1.4384013916893412e-06
144	1.138666667175913e-06	1.0267886955087312e-06	6.632156210514962e-07	1.016578407616786e-06	1.4433897904049815e-06
145	1.287499996120975e-06	1.0315942648216295e-06	6.672687571368155e-07	1.0210373753731233e-06	1.4487643171923509e-06
146	1.5516666666268818e-06	1.037883304343305e-06	6.724135690458033e-07	1.02787002329474e-06	1.4548874348215533e-06
147	1.663333338982785e-06	1.0457001599962493e-06	6.78672383391837e-07	1.037182287037982e-06	1.460109400269853e-06
148	1.7966666691333285e-06	1.055098664258523e-06	6.86104417519247e-07	1.0475186083963e-06	1.4672085061168097e-06
149	1.9066666617333427e-06	1.0661387360052941e-06	6.947698171009606e-07	1.0580857328259134e-06	1.4763236554338834e-06
150	2.04499999534517e-06	1.0788886175028499e-06	7.047273706249036e-07	1.0709777784906723e-06	1.4875111773139275e-06
151	2.046666663165598e-06	1.093423598020523e-06	7.160376004429229e-07	1.0856652215351482e-06	1.500827400849919e-06
152	2.260000000954837e-06	1.109828697092232e-06	7.287612182514933e-07	1.1022290227801858e-06	1.5163595890367066e-06
153	2.2216666649559174e-06	1.1282019292179462e-06	7.429698339590666e-07	1.1207878579388467e-06	1.5342168005286746e-06
154	2.330000001670965e-06	1.14864992606448e-06	7.588091938736899e-07	1.1414604027244378e-06	1.5578310518248596e-06
155	2.494999996538716e-06	1.1712940051660704e-06	7.766731188842884e-07	1.1643653328499428e-06	1.5870571468259336e-06
156	2.8083333319408628e-06	1.1962667908613697e-06	7.966658168464949e-07	1.1896213240285032e-06	1.6195499464371698e-06
157	3.1950000036999927e-06	1.223718083173454e-06	8.187099205645182e-07	1.217552477249487e-06	1.6567996224028148e-06
158	3.4666666674623645e-06	1.2538142344345797e-06	8.429378298882437e-07	1.24807206347815e-06	1.6973097634173102e-06
159	3.94666666555269e-06	1.2867369944998208e-06	8.695116318630474e-07	1.2814699108755215e-06	1.7390630686599315e-06
160	4.254999997493553e-06	1.3226855487186278e-06	8.986643899882638e-07	1.3179249680347123e-06	1.7810024212755082e-06
161	4.741666666865591e-06	1.3618825800371222e-06	9.306291677641062e-07	1.3567219066191187e-06	1.8276958852136267e-06
162	4.973333338744076e-06	1.4045758621883771e-06	9.656392111196395e-07	1.3990156117959184e-06	1.8806714084701527e-06
163	5.716666661494634e-06	1.4510418967698008e-06	1.0039317847371022e-06	1.4450914642582657e-06	1.9380478322700152e-06
164	6.156666667701073e-06	1.5015850519922028e-06	1.0457982000371649e-06	1.4952379630097217e-06	2.0001563384121808e-06
165	6.579999995703234e-06	1.5565446932867084e-06	1.0913189880379146e-06	1.5497945743333854e-06	2.067168056356136e-06
166	7.106666668894619e-06	1.6162970459971626e-06	1.1368955372258813e-06	1.6088091358105262e-06	2.1395136548670735e-06
167	7.514999998448389e-06	1.6812529755206384e-06	1.1866962432799404e-06	1.673004159464091e-06	2.2177477709623245e-06
168	7.239999999045163e-06	1.7518747143504348e-06	1.241099853835278e-06	1.7453589477448737e-06	2.3022805971775692e-06
169	8.451666669013975e-06	1.828671814066621e-06	1.3004987048993944e-06	1.8241352659068233e-06	2.3904920130969094e-06
170	8.52333333755053e-06	1.9122177687998415e-06	1.3654339252140088e-06	1.910338702427529e-06	2.482309827128786e-06
171	8.765000004416121e-06	2.0031490942536016e-06	1.441611333573202e-06	2.003664413647458e-06	2.5815693414158818e-06
172	9.001666667820428e-06	2.1021719969017305e-06	1.5276600422434092e-06	2.1042892863673635e-06	2.6977094727533355e-06
173	8.765000004416121e-06	2.2100708257472827e-06	1.6222909224846454e-06	2.2125493865517545e-06	2.8297473606086246e-06
174	9.12166666734301e-06	2.327726966535863e-06	1.7264390405776382e-06	2.3326922366915545e-06	2.9732178191859175e-06
175	7.641666669252684e-06	2.4561265662972934e-06	1.8412960475685279e-06	2.4597436249276385e-06	3.1254387431672935e-06
176	7.581666663523662e-06	2.5963714764301844e-06	1.9680774906868143e-06	2.593890253114738e-06	3.2856383308890084e-06
177	7.389999995464524e-06	2.749691270534789e-06	2.1081392493009425e-06	2.74969519901116e-06	3.4593053799221082e-06
178	7.094999994151624e-06	2.917464108193952e-06	2.2630810421433845e-06	2.918419390958981e-06	3.6465982121740113e-06
179	7.126666670804294e-06	3.1012436371808486e-06	2.4347890916915697e-06	3.1034538286593375e-06	3.846325592978206e-06
180	7.140000001432256e-06	3.3027764723485987e-06	2.625375927349639e-06	3.3101999775658827e-06	4.063365666902371e-06
181	7.288333330031189e-06	3.524021397255683e-06	2.8225281255094517e-06	3.5390890170748853e-06	4.299441111089104e-06
182	6.893333331105381e-06	3.767182147057444e-06	3.032186412547513e-06	3.7803053036289824e-06	4.556393285733096e-06
183	7.040000003819347e-06	4.0347497610661584e-06	3.2642495720907467e-06	4.041661806922515e-06	4.836460539942191e-06
184	7.018333334089246e-06	4.329543436302956e-06	3.5214420336854353e-06	4.331471849749263e-06	5.165662526809446e-06
185	6.974999994629043e-06	4.654740041022054e-06	3.806963230898886e-06	4.668402380322885e-06	5.536353552879955e-06
186	7.079999995703233e-06	5.013935907635135e-06	4.1243503306849505e-06	5.038568929890364e-06	5.907073666899362e-06
187	6.874999997016134e-06	5.411208856123211e-06	4.483552672519746e-06	5.4346190800962375e-06	6.329158611061355e-06
188	7.061666661613988e-06	5.851197462814165e-06	4.9165855902990764e-06	5.866859183875867e-06	6.784638475157637e-06
189	6.804999996300007e-06	6.339158816333131e-06	5.402822029475737e-06	6.357125373354334e-06	7.283534912576395e-06
190	7.306666664120435e-06	6.881069802846503e-06	5.902064586056076e-06	6.88486198500573e-06	7.830684135392313e-06
191	7.5516666666268815e-06	7.483763951161775e-06	6.46126614784037e-06	7.459198847948723e-06	8.476478975418311e-06
192	8.040000003819347e-06	8.15501575413322e-06	7.105269005110795e-06	8.128586283982158e-06	9.199365804424757e-06
193	8.403333338027949e-06	8.90369913415471e-06	7.796730685637707e-06	8.887799462203943e-06	1.005811911756082e-05
194	9.186666664597854e-06	9.739993601871672e-06	8.565414271884389e-06	9.735651184532817e-06	1.0995608225711669e-05
