beta	z_lat	d_inf	delta	e0	R0
0.10010641887061573	14.421921309034031	8.940535581196217	0.32681996643185846	1.679913059475836	0.8950049998188724
0.16035296966131907	13.657226859823984	8.403948843786257	0.3528641807412799	2.5845446326145343	1.3475981539829351
0.123350979396983	15.156893569009805	7.089469727043793	0.4625435593249168	3.75921525866427	0.8744930342361137
0.16590808646830435	15.073134153306714	8.90513657275945	0.37193488081694226	4.163506859387101	1.4774341685254342
0.170844011041511	16.414248942395425	10.39548027024292	0.4032902564105413	3.1837247404087337	1.7760055460711914
0.15107201153526043	19.07313858613329	8.993546551529578	0.46700238291440377	1.5884025626615579	1.358673168375578
0.30117790042722165	16.371242610240085	9.330640919296153	0.36725771540201857	2.410564422233775	2.8101828417139365
0.46971564806811744	22.309433549137417	10.40673256766486	0.40565972578773574	2.522858940704843	4.888205132292284
0.29872410451083187	11.79484558016257	12.162813509571858	0.41131582300568537	0.7327888415941424	3.6333255739791017
0.34134140660676715	14.747520580290258	11.278646850919708	0.3630622273113632	0.611159327268348	3.849869180713918
0.16188466368972107	20.81903420915668	10.838481396712927	0.4712394667937137	0.793439381660559	1.7545839158141705
0.10009701190637904	21.500009959233108	9.594224932691551	0.32387205761124066	1.1078334216401489	0.9603532473201049
0.1440954106174746	22.40621305910101	10.486819434624604	0.34896083012326407	0.7385493374134617	1.511102552503545
0.1881670316103169	27.209855098995487	10.241545121985816	0.3456564961931497	0.5236058813830264	1.9271211447071916
0.1374576601331035	26.403883835554527	12.377553293405724	0.4340222921769768	0.8227481359513704	1.70138951388434
0.4831385312311461	24.295676827986	10.721729392336544	0.3742520634029381	2.0225172355964087	5.180080590871286
0.29962832194153716	16.308838806761802	13.431908673493009	0.31149920574411993	1.3582968290508843	4.0245802563106885
0.16769819522697965	15.806982140546271	13.89150803988087	0.3726789349937904	1.2192500691538093	2.3295808272690994
0.1765908090225199	14.270365574820215	13.604956345449027	0.3569414509300561	1.309110933861941	2.4025102477589093
0.3259955800528835	17.787796778889568	13.784424811957043	0.34420561602415883	1.2497782117521548	4.4936615622692955
0.34806783726280544	22.429073781746972	13.683952452793072	0.31322654211590206	0.6157594811958386	4.7629437354507465
0.26179837829838554	33.186019293292404	12.300768444131991	0.4425459746446399	0.5266219795919553	3.2203212304977105
0.1749364035515653	15.884437714658343	10.918361769296368	0.4491242851707162	2.794279903326032	1.910018940595612
0.22720967455949545	17.63271912406955	12.004113850248155	0.3758275268837191	2.8741433672545	2.727450801290015
0.1903987054641664	23.33409268171276	13.373494905347368	0.3302638660715079	1.0370433246012076	2.5462961175097636
0.14906304666283407	22.985284797874865	13.22690431811874	0.4043139661116231	1.0740904018260304	1.9716426555765751
0.16145326009260536	21.876445430247447	11.594191066113378	0.3933599921766048	1.5700317980219558	1.8719199457605646
0.19545204838425043	23.221925993859607	13.07999200269764	0.39558618914452	2.2492698825942394	2.5565112297768677
0.27959147661976697	16.97513610711162	12.395114989619325	0.38140020732541546	2.9645692691429724	3.4655685028194743
0.4631666104599411	23.62698691094857	13.42098168100262	0.3884158539906641	4.022877943372844	6.216150594234946
0.3986158216731067	22.725136583635766	12.069832776859075	0.434089135103826	4.483959902336225	4.811226309804676
0.2704508258644038	20.599411436146006	11.511476043145151	0.44093798108764015	4.315027961499523	3.1132882027869053
0.364395838581446	23.44800046427567	10.515772980109748	0.389832038899983	3.7686753422312256	3.831903913419203
0.39646528728059954	26.56941788545488	11.572405259638863	0.4106635161319268	2.4548085754912394	4.588056975790243
0.16433194630296846	25.791385993193384	13.11890059041327	0.39675365562661824	4.088202892928714	2.155854467377775
0.1368994950431997	27.508075319054125	10.852518679267964	0.44564097311894946	4.516663646658565	1.485704327138677
0.12239145480982914	27.478827423859435	8.922071914791196	0.4347394851345805	4.074640350889156	1.0919853615692126
0.12165014393256332	33.55179430240558	9.163755389638943	0.39210660830323846	3.6793590277174864	1.1147721621123803
0.24871322492174347	24.18992160243744	11.5484989743548	0.4485977266254008	3.708257087670068	2.872264422917229
0.15119252434271957	29.40774877726433	8.155387113432797	0.3963997608630216	3.354936871564409	1.2330335646719897
0.24025275173581737	37.083900668634136	9.056079634846823	0.4263160899080281	3.064171744415955	2.175748052210645
0.2990829323950682	33.962747380688846	7.333103042991582	0.48311455331567366	3.772189721484673	2.1932059616531205
0.2454087635746302	35.74324943869706	10.337164639772555	0.452851736106841	3.7341936637260105	2.53683079311397
0.11504324065114696	19.96398383906548	8.704055456044557	0.46388070992896735	3.589892524262521	1.0013427464706628
0.17830487651553908	26.294874031001367	11.569178870435428	0.4060894619693051	2.56027237606678	2.0628410098791727
0.24474981922749625	29.56273224834156	9.12938939689463	0.4174983167152564	4.155654467948447	2.2344164045473818
0.2569600940737892	21.735945402976903	10.196471809055993	0.3130660717243479	0.9707002754647982	2.6200863552757676
