# 0.1.0+e44f04a (2026-09-09)
replicate	draw	t	t_start	t_stop	S	I	H	R	flow_infection	flow_sick	flow_recover
398	398	15	14	15	12	0	3	12	0	0	0
399	399	1	1	1	16	4	8	0	0	0	0
399	399	2	1	2	5	9	13	1	11	6	1
399	399	3	2	3	3	5	15	5	2	6	4
399	399	4	3	4	1	3	17	7	2	4	2
399	399	5	4	5	1	2	15	10	0	1	3
399	399	6	5	6	1	0	14	13	0	2	3
399	399	7	6	7	1	0	9	18	0	0	5
399	399	8	7	8	1	0	6	21	0	0	3
399	399	9	8	9	1	0	4	23	0	0	2
399	399	10	9	10	1	0	3	24	0	0	1
399	399	11	10	11	1	0	2	25	0	0	1
399	399	12	11	12	1	0	2	25	0	0	0
399	399	13	12	13	1	0	1	26	0	0	1
399	399	14	13	14	1	0	1	26	0	0	0
399	399	15	14	15	1	0	0	27	0	0	1
400	400	1	1	1	18	9	1	0	0	0	0
400	400	2	1	2	0	14	12	2	18	13	2
400	400	3	2	3	0	7	11	10	0	7	8
400	400	4	3	4	0	4	8	16	0	3	6
400	400	5	4	5	0	1	5	22	0	3	6
400	400	6	5	6	0	1	5	22	0	0	0
400	400	7	6	7	0	0	2	26	0	1	4
400	400	8	7	8	0	0	1	27	0	0	1
400	400	9	8	9	0	0	1	27	0	0	0
400	400	10	9	10	0	0	0	28	0	0	1
400	400	11	10	11	0	0	0	28	0	0	0
400	400	12	11	12	0	0	0	28	0	0	0
400	400	13	12	13	0	0	0	28	0	0	0
400	400	14	13	14	0	0	0	28	0	0	0
400	400	15	14	15	0	0	0	28	0	0	0
